dataset,condition,repeat,global_best,global_min,init_best_norm,auc_best,final_best,final_best_normalised,steps_to_90pct,switch_count,switch_frequency,failure_count,regime,ea_ratio,pool_size,acq
pareto_20201218,ea20_p160_rand,4,5.44426438452636,-1.9304201262287157,0.6052342266545373,0.8451774571354292,5.44426438452636,0.9999999999998163,17,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,5,5.44426438452636,-1.9304201262287157,0.15697287069571897,0.8447682432998869,5.44426438452636,0.9999999999998163,9,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,6,5.44426438452636,-1.9304201262287157,0.39832550833358316,0.9305971368741202,5.44426438452636,0.9999999999998163,5,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,7,5.44426438452636,-1.9304201262287157,0.6091588655870268,0.7114666444389273,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,8,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.6621414390611189,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,9,5.44426438452636,-1.9304201262287157,0.14231863694654603,0.5506434387707106,3.295055144471652,0.6052342266544262,-1,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,10,5.44426438452636,-1.9304201262287157,0.16862640616095434,0.846112473008855,5.44426438452636,0.9999999999998163,9,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,11,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.9275137713170221,5.44426438452636,0.9999999999998163,5,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,12,5.44426438452636,-1.9304201262287157,0.6052342266545373,0.8087486235202361,5.44426438452636,0.9999999999998163,21,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,13,5.44426438452636,-1.9304201262287157,0.03707029581911419,0.5369860616399016,3.295055144471652,0.6052342266544262,-1,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,14,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.7443358514253462,5.44426438452636,0.9999999999998163,21,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,15,5.44426438452636,-1.9304201262287157,0.20270980841072048,0.8525899220829904,5.44426438452636,0.9999999999998163,9,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,16,5.44426438452636,-1.9304201262287157,0.46210013501391495,0.6029024600151415,2.5157953071410795,0.46210013501383007,-1,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,17,5.44426438452636,-1.9304201262287157,0.006682810262795429,0.6669586445229889,5.44426438452636,0.9999999999998163,21,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,18,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.6600589950832794,3.295055144471652,0.6052342266544262,-1,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea20_p160_rand,19,5.44426438452636,-1.9304201262287157,0.15697287069571897,0.615497213955924,3.295055144471652,0.6052342266544262,-1,0,0.0,0,flat,0.2,160.0,
pareto_20201218,ea90_p40_ucb2,0,5.44426438452636,-1.9304201262287157,0.39832550833358316,0.6479529644159978,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,1,5.44426438452636,-1.9304201262287157,-0.14795900137072068,0.7012543677484846,5.44426438452636,0.9999999999998163,17,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,2,5.44426438452636,-1.9304201262287157,1.0,1.0,5.44426438452636,0.9999999999998163,0,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,3,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.8695247883706398,5.44426438452636,0.9999999999998163,9,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,4,5.44426438452636,-1.9304201262287157,0.6052342266545373,0.9544639579810086,5.44426438452636,0.9999999999998163,5,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,5,5.44426438452636,-1.9304201262287157,0.15697287069571897,0.5550383716826217,3.295055144471652,0.6052342266544262,-1,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,6,5.44426438452636,-1.9304201262287157,0.39832550833358316,0.687147118119465,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,7,5.44426438452636,-1.9304201262287157,0.6091588655870268,0.7114666444389273,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,8,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.6014663886041938,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,9,5.44426438452636,-1.9304201262287157,0.14231863694654603,0.8219203613811922,5.44426438452636,0.9999999999998163,9,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,10,5.44426438452636,-1.9304201262287157,0.16862640616095434,0.6411958161450124,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,11,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.6621414390611189,3.31642191643393,0.6091588655869149,-1,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,12,5.44426438452636,-1.9304201262287157,0.6052342266545373,0.7085693310784551,3.295055144471652,0.6052342266544262,-1,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,13,5.44426438452636,-1.9304201262287157,0.03707029581911419,0.8889265219238143,5.44426438452636,0.9999999999998163,5,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,14,5.44426438452636,-1.9304201262287157,0.37159487618626297,0.8115358054242575,5.44426438452636,0.9999999999998163,13,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,15,5.44426438452636,-1.9304201262287157,0.20270980841072048,0.7262593196753311,5.44426438452636,0.9999999999998163,21,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,16,5.44426438452636,-1.9304201262287157,0.46210013501391495,0.8297535010419635,5.44426438452636,0.9999999999998163,17,0,0.0,0,flat,0.9,40.0,ucb2
pareto_20201218,ea90_p40_ucb2,17,5.44426438452636,-1.9304201262287157,0.006682810262795429,0.6204332562973713,3.295055144471652,0.6052342266544262,-1,0,0.0,0,flat,0.9,40.0,ucb2
