dataset,condition,seed,auc,final,budget,N
excipient_enzyme_labile,llm_nopad,17,0.8058920879658424,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,18,0.829582384590336,0.8388912112372097,80,500
excipient_enzyme_labile,llm_nopad,19,0.8388912112372097,0.8388912112372097,80,500
excipient_enzyme_labile,random,0,0.9094867397919981,0.9277814800756264,80,500
excipient_enzyme_labile,random,1,0.8793969817835622,0.9277814800756264,80,500
excipient_enzyme_labile,random,3,0.8807406195726832,0.9033453966033367,80,500
excipient_enzyme_labile,random,2,0.837248623530412,0.8810210034745652,80,500
excipient_enzyme_labile,random,4,0.8902417359755463,0.9033453966033367,80,500
excipient_enzyme_labile,random,5,0.8106595287656473,0.9277814800756264,80,500
excipient_enzyme_labile,random,6,0.8391166692850027,0.9277814800756264,80,500
excipient_enzyme_labile,random,7,0.9073987082238816,0.9277814800756264,80,500
excipient_enzyme_labile,random,8,0.8519330147302971,0.8810210034745652,80,500
excipient_enzyme_labile,random,9,0.8817551794678544,0.89535206174672,80,500
excipient_enzyme_labile,random,10,0.9033453966033371,0.9033453966033367,80,500
excipient_enzyme_labile,random,11,0.8637407401632768,0.9277814800756264,80,500
excipient_enzyme_labile,random,12,0.8086704492484823,0.8432980220753659,80,500
excipient_enzyme_labile,random,13,0.8908806359630547,1.0,80,500
excipient_enzyme_labile,random,14,0.8260478310310287,0.8432980220753659,80,500
excipient_enzyme_labile,random,15,0.8784288434444394,0.9277814800756264,80,500
excipient_enzyme_labile,random,16,0.8468782445611232,0.89535206174672,80,500
excipient_enzyme_labile,random,17,0.8355173165331247,1.0,80,500
excipient_enzyme_labile,random,18,0.8187167051790281,0.819629325008073,80,500
excipient_enzyme_labile,random,19,0.8388912112372097,0.8388912112372097,80,500
excipient_mixed,egbo,2,0.8158088961446761,0.8158088961446763,80,500
excipient_mixed,egbo,0,0.7491182155675788,0.8342116461462348,80,500
excipient_mixed,egbo,3,0.7894552810029211,0.899802322615492,80,500
excipient_mixed,egbo,4,0.830005791407708,0.899802322615492,80,500
excipient_mixed,egbo,1,0.9259895076353399,1.0,80,500
excipient_mixed,egbo,6,0.8235909713354911,0.8624301004820035,80,500
excipient_mixed,egbo,5,0.8311583144855575,1.0,80,500
excipient_mixed,egbo,7,0.8775723897827894,0.8779750380030106,80,500
excipient_mixed,egbo,8,0.8011746730156556,0.8624301004820035,80,500
excipient_mixed,egbo,9,0.8427089157623788,0.8765474670404069,80,500
excipient_mixed,egbo,10,0.8743877447289322,0.8779750380030106,80,500
excipient_mixed,egbo,12,0.8288877514191386,0.8779750380030106,80,500
excipient_mixed,egbo,11,0.8327771524389416,0.8779750380030106,80,500
excipient_mixed,egbo,13,0.8563226010456756,1.0,80,500
excipient_mixed,egbo,14,0.8957738632511169,1.0,80,500
excipient_mixed,egbo,15,0.8379256885143763,0.8779750380030106,80,500
excipient_mixed,egbo,16,0.8630310860874874,1.0,80,500
excipient_mixed,egbo,18,0.8731179489786354,1.0,80,500
excipient_mixed,egbo,19,0.8449844300592556,0.8765474670404069,80,500
excipient_mixed,egbo,17,0.9077152383677444,1.0,80,500
excipient_mixed,llm_nopad,0,0.8796840048911176,1.0,80,500
excipient_mixed,llm_nopad,1,0.8513692389364138,0.8624301004820035,80,500
excipient_mixed,llm_nopad,2,0.8363626675161103,0.8624301004820035,80,500
excipient_mixed,llm_nopad,3,0.8256351585237715,0.8561660013843436,80,500
excipient_mixed,llm_nopad,4,0.8706050886701183,1.0,80,500
excipient_mixed,llm_nopad,5,0.8176258881835264,0.8561660013843436,80,500
excipient_mixed,llm_nopad,6,0.827372224179162,0.8624301004820035,80,500
excipient_mixed,llm_nopad,7,0.9018710635449386,1.0,80,500
excipient_mixed,llm_nopad,8,0.8231344169713046,1.0,80,500
excipient_mixed,llm_nopad,9,0.8646630363320924,1.0,80,500
excipient_mixed,llm_nopad,10,0.8906495670497978,1.0,80,500
excipient_mixed,llm_nopad,11,0.8806643327586483,1.0,80,500
excipient_mixed,llm_nopad,12,0.8519249302540755,1.0,80,500
excipient_mixed,llm_nopad,13,0.8414416115282345,0.8624301004820035,80,500
excipient_mixed,llm_nopad,14,0.8860539754181883,1.0,80,500
excipient_mixed,llm_nopad,15,0.8269493039517144,0.8624301004820035,80,500
excipient_mixed,llm_nopad,16,0.857047463893504,0.8779750380030106,80,500
excipient_mixed,llm_nopad,17,0.8873671564039264,1.0,80,500
